Recurso;XP/unidad
Biscoito Infundido do Glutoblop;13622,91
Biscoito Infundido da Papatudette;13623,82
Biscoito Infundido do Bwak;13624,13
Biscoito Infundido do Piu;13624,51
Biscoito Infundido do Nolho;13624,65
Biscoito Infundido do Thorrandor;13625,89
Biscoito Infundido da Kaska;13625,94
Biscoito Infundido do Smagador;13628,81
Biscoito Infundido do Chafer;13631,21
Biscoito Infundido do Cogum;13632,07
Biscoito Infundido da Dominha;13632,92
Biscoito Infundido do Scorbuto;13633,46
Biscoito Infundido do Scarafolha;13634,48
Biscoito Infundido da Leopiena;13641,76
Biscoito Infundido do Bwork;13646,89
Biscoito Infundido do Wabbit;13649,69
Biscoito Infundido do Koalak;13657,99
Biscoito Infundido da Bolsakura;13660,27
Biscoito Infundido do Moskito;13666,44
Biscoito Infundido do Pandora;13667,52
Biscoito Infundido do Bambuto;13672,11
Biscoito Infundido do Arvraknídeo;13675,84
Biscoito Infundido do Trool;13684,05
Biscoito Infundido do Truz;13688,64
Biscoito Infundido do Pekegwin;13700,54
Biscoito Infundido do Milobo;13734,53
Biscoito Infundido do Dragovo;13763,17
Biscoito Infundido do Kanig;13783,73
Biscoito Infundido do Kitsu;13886,15
Biscoito Infundido do Kozaru;13956,05
Cristal Inibidor;20000
