Recurso;XP/unidad
Croquette infusée de la Léolhyène;13641,76
Croquette infusée du Bwork;13646,89
Croquette infusée du Wabbit;13649,69
Croquette infusée du Koalak;13657,99
Croquette infusée de la Boursoin;13660,27
Croquette infusée du Moskito;13666,44
Croquette infusée du Pandore;13667,52
Croquette infusée du Bambouto;13672,11
Croquette infusée de l'Abraknyde;13675,84
Croquette infusée du Trool;13684,05
Croquette infusée de la Truche;13688,64
Croquette infusée du Timansot;13700,54
Croquette infusée du Mulou;13734,53
Croquette infusée du Dragoeuf;13763,17
Croquette infusée du Kanig;13783,73
Croquette infusée du Kitsou;13886,15
Croquette infusée du Kozaru;13956,05
Cristal inhibiteur;20000
